sample	CN_call	Prop	WGD
PC004-LMS_2_R2	-6	0	Diploid
PC004-LMS_2_R2	-4	0	Diploid
PC004-LMS_2_R2	-5	0	Diploid
PC004-LMS_2_R2	5	0	Diploid
PC004-LMS_2_R2	-3	0	Diploid
PC004-LMS_2_R2	1	0.145826377483436	Diploid
PC004-LMS_2_R2	-1	0.203391618987757	Diploid
PC004-LMS_2_R2	4	0	Diploid
PC004-LMS_2_R2	0	0.648893577748669	Diploid
PC004-LMS_2_R2	-2	0	Diploid
PC004-LMS_2_R2	3	0.00182152622520357	Diploid
PC004-LU_5_R1	5	0.000498842880927986	Diploid
PC004-LU_5_R1	2	0.00461927052423647	Diploid
PC004-LU_5_R1	-3	0	Diploid
PC004-LU_5_R1	1	0.0701503127383607	Diploid
PC004-LU_5_R1	-5	0	Diploid
PC004-LU_5_R1	0	0.612840441774225	Diploid
PC004-LU_5_R1	4	0.000352435493156465	Diploid
PC004-LU_5_R1	-1	0.311377428182475	Diploid
PC004-LU_5_R1	3	0.000161268406617709	Diploid
PC004-LU_5_R1	-6	0	Diploid
PC004-LU_5_R1	-2	0	Diploid
PC004-LU_5_R1	-4	0	Diploid
PC004-LU_2_R1	4	0	Diploid
PC004-LU_2_R1	5	0	Diploid
PC004-LU_2_R1	2	0.0154024042580526	Diploid
PC004-LU_2_R1	-6	0	Diploid
PC004-LU_2_R1	3	1.50167827932211e-05	Diploid
PC004-LU_2_R1	1	0.171919783812201	Diploid
PC004-LU_2_R1	-4	0	Diploid
PC004-LU_2_R1	-1	0.134457907144534	Diploid
PC004-LU_2_R1	-2	0	Diploid
PC004-LU_2_R1	0	0.678204888002419	Diploid
PC004-LU_2_R1	-5	0	Diploid
PC004-LU_2_R1	-3	0	Diploid
PC004-PC_1_R1	1	0.113512077340692	Diploid
PC004-PC_1_R1	-3	0	Diploid
PC004-PC_1_R1	0	0.734681737389733	Diploid
PC004-PC_1_R1	4	5.24047637180731e-06	Diploid
PC004-PC_1_R1	-1	0.124298467737978	Diploid
PC004-PC_1_R1	3	0.000170885811591281	Diploid
PC004-PC_1_R1	-4	0	Diploid
PC004-PC_1_R1	-2	0	Diploid
PC004-PC_1_R1	2	0.0273315912436339	Diploid
PC004-PC_1_R1	-6	0	Diploid
PC004-PC_1_R1	-5	0	Diploid
PC004-PC_1_R1	5	0	Diploid
PC004-SC_1_R1	4	0	Diploid
PC004-SC_1_R1	-5	0	Diploid
PC004-SC_1_R1	-2	0	Diploid
PC004-SC_1_R1	2	0.036022425196383	Diploid
PC004-SC_1_R1	1	0.096288454403527	Diploid
PC004-SC_1_R1	-6	0	Diploid
PC004-SC_1_R1	-1	0.124575785699118	Diploid
PC004-SC_1_R1	0	0.743113334700972	Diploid
PC004-SC_1_R1	-4	0	Diploid
PC004-SC_1_R1	-3	0	Diploid
PC004-SC_1_R1	5	0	Diploid
PC004-SC_1_R1	3	0	Diploid
PC005-LI_2_R1	5	0	WGD
PC005-LI_2_R1	-3	0.0143984140907207	WGD
PC005-LI_2_R1	3	0.00379521525445332	WGD
PC005-LI_2_R1	-1	0.519109201470535	WGD
PC005-LI_2_R1	2	0.0265946322473933	WGD
PC005-LI_2_R1	-5	0	WGD
PC005-LI_2_R1	4	0	WGD
PC005-LI_2_R1	1	0.0357656164671245	WGD
PC005-LI_2_R1	0	0.158090091967067	WGD
PC005-LI_2_R1	-2	0.242246828502706	WGD
PC005-LI_2_R1	-4	0	WGD
PC005-LI_2_R1	-6	0	WGD
PC005-LI_12_R1	1	0.0297961578188041	WGD
PC005-LI_12_R1	3	0.00429374273571988	WGD
PC005-LI_12_R1	-2	0.223045681236053	WGD
PC005-LI_12_R1	2	0.0114652229950342	WGD
PC005-LI_12_R1	-6	0	WGD
PC005-LI_12_R1	5	0	WGD
PC005-LI_12_R1	-5	0	WGD
PC005-LI_12_R1	0	0.246200715019097	WGD
PC005-LI_12_R1	-3	0.00712461527528991	WGD
PC005-LI_12_R1	4	0	WGD
PC005-LI_12_R1	-4	0	WGD
PC005-LI_12_R1	-1	0.478073864920002	WGD
PC005-LI_18_R1	5	0	WGD
PC005-LI_18_R1	0	0.20604962067777	WGD
PC005-LI_18_R1	1	0.0246413644485827	WGD
PC005-LI_18_R1	-2	0.256712894282313	WGD
PC005-LI_18_R1	-4	0	WGD
PC005-LI_18_R1	-6	0	WGD
PC005-LI_18_R1	4	0	WGD
PC005-LI_18_R1	-1	0.501179016214962	WGD
PC005-LI_18_R1	3	0.0035145501383307	WGD
PC005-LI_18_R1	-3	5.3513340881493e-05	WGD
PC005-LI_18_R1	-5	0	WGD
PC005-LI_18_R1	2	0.00784904089716007	WGD
PC005-LI_23_R1	-2	0.305514952959337	WGD
PC005-LI_23_R1	4	0	WGD
PC005-LI_23_R1	-6	0	WGD
PC005-LI_23_R1	3	0.00352544499349725	WGD
PC005-LI_23_R1	1	0.0185443862739157	WGD
PC005-LI_23_R1	0	0.13784397140209	WGD
PC005-LI_23_R1	-4	0	WGD
PC005-LI_23_R1	2	0.00527531873972323	WGD
PC005-LI_23_R1	5	0	WGD
PC005-LI_23_R1	-1	0.505429571796792	WGD
PC005-LI_23_R1	-3	0.0238663538346454	WGD
PC005-LI_23_R1	-5	0	WGD
PC005-LN_1_R1	-6	0	WGD
PC005-LN_1_R1	2	0.0226038533851542	WGD
PC005-LN_1_R1	1	0.0430706480396746	WGD
PC005-LN_1_R1	-1	0.469424089282545	WGD
PC005-LN_1_R1	0	0.187900096914771	WGD
PC005-LN_1_R1	-5	0	WGD
PC005-LN_1_R1	-4	0	WGD
PC005-LN_1_R1	5	0	WGD
PC005-LN_1_R1	-3	0.000978640891114122	WGD
PC005-LN_1_R1	4	0	WGD
PC005-LN_1_R1	-2	0.26490185268893	WGD
PC005-LN_1_R1	3	0.0111208187978113	WGD
PC005-LU_13_R2	2	0.023367432276734	WGD
PC005-LU_13_R2	-2	0.233273302778351	WGD
PC005-LU_13_R2	-4	0	WGD
PC005-LU_13_R2	-6	0	WGD
PC005-LU_13_R2	5	0	WGD
PC005-LU_13_R2	3	0.00880186195949586	WGD
PC005-LU_13_R2	1	0.0429556812385558	WGD
PC005-LU_13_R2	-1	0.512968494585205	WGD
PC005-LU_13_R2	0	0.176028141147329	WGD
PC005-LU_13_R2	-3	0.00260508601432876	WGD
PC005-LU_13_R2	-5	0	WGD
PC005-LU_13_R2	4	0	WGD
PC005-LU_17_R3	-6	0	WGD
PC005-LU_17_R3	-4	0	WGD
PC005-LU_17_R3	-2	0.229050116320104	WGD
PC005-LU_17_R3	1	0.0504597580075609	WGD
PC005-LU_17_R3	5	0	WGD
PC005-LU_17_R3	3	0.00877716975778397	WGD
PC005-LU_17_R3	-3	0.00259777786638931	WGD
PC005-LU_17_R3	-1	0.50656022814876	WGD
PC005-LU_17_R3	2	0.0233389057840851	WGD
PC005-LU_17_R3	0	0.179216044115317	WGD
PC005-LU_17_R3	-5	0	WGD
PC005-LU_17_R3	4	0	WGD
PC005-LU_3_R1	-6	0	WGD
PC005-LU_3_R1	5	0	WGD
PC005-LU_3_R1	-3	0.000868471500787072	WGD
PC005-LU_3_R1	3	0.00625214282737389	WGD
PC005-LU_3_R1	-1	0.558326373566009	WGD
PC005-LU_3_R1	2	0.0186902132476667	WGD
PC005-LU_3_R1	0	0.17532839622515	WGD
PC005-LU_3_R1	-5	0	WGD
PC005-LU_3_R1	1	0.0488122466830607	WGD
PC005-LU_3_R1	-4	0	WGD
PC005-LU_3_R1	4	0	WGD
PC005-LU_3_R1	-2	0.191722155949952	WGD
PC005-LU_7_R1	1	0.0456650316060783	WGD
PC005-LU_7_R1	0	0.215720896778727	WGD
PC005-LU_7_R1	-6	0	WGD
PC005-LU_7_R1	-4	0	WGD
PC005-LU_7_R1	2	0.0102513197893539	WGD
PC005-LU_7_R1	-3	0.0339311707865104	WGD
PC005-LU_7_R1	3	0.00351613329374629	WGD
PC005-LU_7_R1	-2	0.202376019534417	WGD
PC005-LU_7_R1	5	0	WGD
PC005-LU_7_R1	-1	0.488539428211167	WGD
PC005-LU_7_R1	4	0	WGD
PC005-LU_7_R1	-5	0	WGD
PC005-PE_1_R1	-6	0	WGD
PC005-PE_1_R1	3	0.00351613516227649	WGD
PC005-PE_1_R1	-1	0.473003435855034	WGD
PC005-PE_1_R1	-4	0	WGD
PC005-PE_1_R1	2	0.00916193194911438	WGD
PC005-PE_1_R1	4	0	WGD
PC005-PE_1_R1	0	0.207915485931029	WGD
PC005-PE_1_R1	-3	0.00884577631258461	WGD
PC005-PE_1_R1	1	0.0250049432040964	WGD
PC005-PE_1_R1	5	0	WGD
PC005-PE_1_R1	-5	0	WGD
PC005-PE_1_R1	-2	0.272552291585865	WGD
PC005-PR_1_R1	0	0.202138811503023	WGD
PC005-PR_1_R1	-4	0	WGD
PC005-PR_1_R1	-3	0.00171787633707415	WGD
PC005-PR_1_R1	-6	0	WGD
PC005-PR_1_R1	-2	0.183023394269457	WGD
PC005-PR_1_R1	5	0	WGD
PC005-PR_1_R1	-1	0.556016346611166	WGD
PC005-PR_1_R1	4	0	WGD
PC005-PR_1_R1	-5	0	WGD
PC005-PR_1_R1	3	0.00878960255439533	WGD
PC005-PR_1_R1	2	0.00343614075863987	WGD
PC005-PR_1_R1	1	0.0448778279662448	WGD
PC005-PR_1_R2	-4	0	WGD
PC005-PR_1_R2	-2	0.172903254307494	WGD
PC005-PR_1_R2	-3	0.00065775766873569	WGD
PC005-PR_1_R2	-5	0	WGD
PC005-PR_1_R2	5	0	WGD
PC005-PR_1_R2	0	0.336470644491099	WGD
PC005-PR_1_R2	2	0.00922043298127091	WGD
PC005-PR_1_R2	-6	0	WGD
PC005-PR_1_R2	4	0	WGD
PC005-PR_1_R2	-1	0.417926478657456	WGD
PC005-PR_1_R2	3	0.00880353287656555	WGD
PC005-PR_1_R2	1	0.0540178990173796	WGD
PC006-BR_1_R1	-6	0	Diploid
PC006-BR_1_R1	-4	0	Diploid
PC006-BR_1_R1	0	0.850872391644543	Diploid
PC006-BR_1_R1	-5	0	Diploid
PC006-BR_1_R1	2	0.0283938265477095	Diploid
PC006-BR_1_R1	5	0.00885191208315937	Diploid
PC006-BR_1_R1	-2	0	Diploid
PC006-BR_1_R1	-3	0	Diploid
PC006-BR_1_R1	4	0.00278240067463492	Diploid
PC006-BR_1_R1	3	0.00121753134340904	Diploid
PC006-BR_1_R1	-1	0.0831614507923144	Diploid
PC006-BR_1_R1	1	0.0247204869142298	Diploid
PC006-BR_2_R1	2	0.0324900346482321	Diploid
PC006-BR_2_R1	-5	0	Diploid
PC006-BR_2_R1	-6	0	Diploid
PC006-BR_2_R1	-2	0	Diploid
PC006-BR_2_R1	5	0.0116350720257942	Diploid
PC006-BR_2_R1	0	0.793274604243238	Diploid
PC006-BR_2_R1	-3	0	Diploid
PC006-BR_2_R1	1	0.0624879695852655	Diploid
PC006-BR_2_R1	3	0.00127298265986196	Diploid
PC006-BR_2_R1	-4	0	Diploid
PC006-BR_2_R1	4	0	Diploid
PC006-BR_2_R1	-1	0.0988393368376078	Diploid
PC006-ST_1_R1	-2	0	Diploid
PC006-ST_1_R1	-4	0	Diploid
PC006-ST_1_R1	3	0.0154287156707827	Diploid
PC006-ST_1_R1	5	0.008852020981597	Diploid
PC006-ST_1_R1	-1	0.0831742177224094	Diploid
PC006-ST_1_R1	0	0.853903158712706	Diploid
PC006-ST_1_R1	4	0.00278243490442431	Diploid
PC006-ST_1_R1	1	0.00871949160702272	Diploid
PC006-ST_1_R1	2	0.027139960401058	Diploid
PC006-ST_1_R1	-3	0	Diploid
PC006-ST_1_R1	-5	0	Diploid
PC006-ST_1_R1	-6	0	Diploid
PC006-ST_1_R2	3	0.0012176004550555	Diploid
PC006-ST_1_R2	4	0.00278255861413501	Diploid
PC006-ST_1_R2	5	0.00885241455089596	Diploid
PC006-ST_1_R2	0	0.849505528305918	Diploid
PC006-ST_1_R2	-3	0	Diploid
PC006-ST_1_R2	1	0.0276194686661378	Diploid
PC006-ST_1_R2	-1	0.0832262705198293	Diploid
PC006-ST_1_R2	-6	0	Diploid
PC006-ST_1_R2	-5	0	Diploid
PC006-ST_1_R2	-4	0	Diploid
PC006-ST_1_R2	-2	0	Diploid
PC006-ST_1_R2	2	0.0267961588880289	Diploid
PC006-ST_2_R1	1	0.0110703449770914	Diploid
PC006-ST_2_R1	3	0.0138295259476032	Diploid
PC006-ST_2_R1	-5	0	Diploid
PC006-ST_2_R1	-1	0.0830907014626287	Diploid
PC006-ST_2_R1	4	0.00438164908683354	Diploid
PC006-ST_2_R1	-2	0	Diploid
PC006-ST_2_R1	-4	0	Diploid
PC006-ST_2_R1	-3	0	Diploid
PC006-ST_2_R1	-6	0	Diploid
PC006-ST_2_R1	2	0.0271183868835031	Diploid
PC006-ST_2_R1	0	0.851657358771675	Diploid
PC006-ST_2_R1	5	0.00885203287066539	Diploid
PC007-BRa_1_R1	5	0	Diploid
PC007-BRa_1_R1	4	0	Diploid
PC007-BRa_1_R1	2	0	Diploid
PC007-BRa_1_R1	-3	0	Diploid
PC007-BRa_1_R1	-2	0	Diploid
PC007-BRa_1_R1	-5	0	Diploid
PC007-BRa_1_R1	-1	0.323054041852462	Diploid
PC007-BRa_1_R1	0	0.650655314773003	Diploid
PC007-BRa_1_R1	-6	0	Diploid
PC007-BRa_1_R1	-4	0	Diploid
PC007-BRa_1_R1	3	0	Diploid
PC007-BRa_1_R1	1	0.0262906433745353	Diploid
PC007-BRa_1_R2	2	0	Diploid
PC007-BRa_1_R2	0	0.62141970630826	Diploid
PC007-BRa_1_R2	-2	0	Diploid
PC007-BRa_1_R2	-5	0	Diploid
PC007-BRa_1_R2	-3	0	Diploid
PC007-BRa_1_R2	4	0	Diploid
PC007-BRa_1_R2	-4	0	Diploid
PC007-BRa_1_R2	-1	0.33424799857937	Diploid
PC007-BRa_1_R2	3	0	Diploid
PC007-BRa_1_R2	1	0.0443322951123698	Diploid
PC007-BRa_1_R2	5	0	Diploid
PC007-BRa_1_R2	-6	0	Diploid
PC007-LI_1_R1	5	0	WGD
PC007-LI_1_R1	3	0	WGD
PC007-LI_1_R1	4	0	WGD
PC007-LI_1_R1	-4	0.136382629534364	WGD
PC007-LI_1_R1	0	0.0836102761354514	WGD
PC007-LI_1_R1	-2	0.38933101164968	WGD
PC007-LI_1_R1	-1	0.122241872842396	WGD
PC007-LI_1_R1	-6	0	WGD
PC007-LI_1_R1	1	0.0613019743956646	WGD
PC007-LI_1_R1	2	0	WGD
PC007-LI_1_R1	-3	0.207132235442444	WGD
PC007-LI_1_R1	-5	0	WGD
PC007-LI_7_R1	-4	0.185893864642346	WGD
PC007-LI_7_R1	3	0	WGD
PC007-LI_7_R1	2	0	WGD
PC007-LI_7_R1	-2	0.297084262482385	WGD
PC007-LI_7_R1	4	0	WGD
PC007-LI_7_R1	0	0.0581883340354841	WGD
PC007-LI_7_R1	1	0.0382192077206885	WGD
PC007-LI_7_R1	-1	0.10573352400428	WGD
PC007-LI_7_R1	-6	0	WGD
PC007-LI_7_R1	-5	0	WGD
PC007-LI_7_R1	-3	0.314880807114817	WGD
PC007-LI_7_R1	5	0	WGD
PC007-LI_8_R1	2	0	WGD
PC007-LI_8_R1	-1	0.166999410144077	WGD
PC007-LI_8_R1	4	0	WGD
PC007-LI_8_R1	5	0	WGD
PC007-LI_8_R1	-3	0.274647647224966	WGD
PC007-LI_8_R1	-4	0.104327400623623	WGD
PC007-LI_8_R1	-2	0.327161215413195	WGD
PC007-LI_8_R1	3	0	WGD
PC007-LI_8_R1	0	0.10543195677282	WGD
PC007-LI_8_R1	-6	0	WGD
PC007-LI_8_R1	-5	0	WGD
PC007-LI_8_R1	1	0.0214323698213191	WGD
PC007-LN_1_R2	0	0.118342686503225	WGD
PC007-LN_1_R2	4	0	WGD
PC007-LN_1_R2	-2	0.267951521373602	WGD
PC007-LN_1_R2	3	0	WGD
PC007-LN_1_R2	2	0	WGD
PC007-LN_1_R2	-4	0.094003023508468	WGD
PC007-LN_1_R2	1	0.0643469860104777	WGD
PC007-LN_1_R2	-5	0	WGD
PC007-LN_1_R2	-1	0.225972160146244	WGD
PC007-LN_1_R2	-3	0.229383622457984	WGD
PC007-LN_1_R2	-6	0	WGD
PC007-LN_1_R2	5	0	WGD
PC007-LN_1_R3	-4	0.103399120541035	WGD
PC007-LN_1_R3	-2	0.308474690501138	WGD
PC007-LN_1_R3	2	0	WGD
PC007-LN_1_R3	4	0	WGD
PC007-LN_1_R3	3	0	WGD
PC007-LN_1_R3	-5	0	WGD
PC007-LN_1_R3	0	0.0764787396419693	WGD
PC007-LN_1_R3	-3	0.206815360943556	WGD
PC007-LN_1_R3	1	0.0878976371085327	WGD
PC007-LN_1_R3	-1	0.216934451263769	WGD
PC007-LN_1_R3	-6	0	WGD
PC007-LN_1_R3	5	0	WGD
PC007-LN_1_R6	-2	0.384705008822085	WGD
PC007-LN_1_R6	3	0	WGD
PC007-LN_1_R6	1	0.0117351712199573	WGD
PC007-LN_1_R6	2	0	WGD
PC007-LN_1_R6	-1	0.221705388320435	WGD
PC007-LN_1_R6	-3	0.326919135757058	WGD
PC007-LN_1_R6	-5	0.000320898657041355	WGD
PC007-LN_1_R6	4	0	WGD
PC007-LN_1_R6	-4	0.0213538288120782	WGD
PC007-LN_1_R6	-6	0	WGD
PC007-LN_1_R6	0	0.0332605684113452	WGD
PC007-LN_1_R6	5	0	WGD
PC007-LN_1_R7	2	0	WGD
PC007-LN_1_R7	-5	6.98095037786314e-05	WGD
PC007-LN_1_R7	4	0	WGD
PC007-LN_1_R7	-6	0	WGD
PC007-LN_1_R7	-1	0.171536840302401	WGD
PC007-LN_1_R7	0	0.0819402067655447	WGD
PC007-LN_1_R7	1	0.0608795659908585	WGD
PC007-LN_1_R7	5	0	WGD
PC007-LN_1_R7	-3	0.222141931121842	WGD
PC007-LN_1_R7	-2	0.313034518424313	WGD
PC007-LN_1_R7	3	0	WGD
PC007-LN_1_R7	-4	0.150397127891261	WGD
PC007-LN_1_R8	5	0	WGD
PC007-LN_1_R8	4	0	WGD
PC007-LN_1_R8	0	0.073281334029498	WGD
PC007-LN_1_R8	-3	0.224306527419786	WGD
PC007-LN_1_R8	3	0	WGD
PC007-LN_1_R8	2	0	WGD
PC007-LN_1_R8	-2	0.312879504895584	WGD
PC007-LN_1_R8	-4	0.149250507782864	WGD
PC007-LN_1_R8	1	0.0562092163871874	WGD
PC007-LN_1_R8	-1	0.184003244300253	WGD
PC007-LN_1_R8	-6	0	WGD
PC007-LN_1_R8	-5	6.96651848273949e-05	WGD
PC007-LNa_2_R2	-2	0	Diploid
PC007-LNa_2_R2	0	0.731636050293741	Diploid
PC007-LNa_2_R2	-4	0	Diploid
PC007-LNa_2_R2	-5	0	Diploid
PC007-LNa_2_R2	2	0.0107829455663468	Diploid
PC007-LNa_2_R2	1	0.0824236128869588	Diploid
PC007-LNa_2_R2	-6	0	Diploid
PC007-LNa_2_R2	-3	0	Diploid
PC007-LNa_2_R2	4	0	Diploid
PC007-LNa_2_R2	-1	0.16588179766622	Diploid
PC007-LNa_2_R2	3	0.00927559358673279	Diploid
PC007-LNa_2_R2	5	0	Diploid
PC007-LNa_2_R1	-6	0	Diploid
PC007-LNa_2_R1	-1	0.37231278661311	Diploid
PC007-LNa_2_R1	-3	0	Diploid
PC007-LNa_2_R1	5	0	Diploid
PC007-LNa_2_R1	2	0.000129834292547488	Diploid
PC007-LNa_2_R1	3	0	Diploid
PC007-LNa_2_R1	1	0.0428594126483822	Diploid
PC007-LNa_2_R1	-5	0	Diploid
PC007-LNa_2_R1	0	0.58469796644596	Diploid
PC007-LNa_2_R1	4	0	Diploid
PC007-LNa_2_R1	-4	0	Diploid
PC007-LNa_2_R1	-2	0	Diploid
PC007-LU_1_R1	-3	0.000406382289617517	WGD
PC007-LU_1_R1	5	0	WGD
PC007-LU_1_R1	4	0	WGD
PC007-LU_1_R1	-2	0.244760949804853	WGD
PC007-LU_1_R1	3	0	WGD
PC007-LU_1_R1	0	0.524848307086474	WGD
PC007-LU_1_R1	-6	0	WGD
PC007-LU_1_R1	2	0.00328544843149041	WGD
PC007-LU_1_R1	-4	0	WGD
PC007-LU_1_R1	-5	0	WGD
PC007-LU_1_R1	-1	0.202305450207638	WGD
PC007-LU_1_R1	1	0.0243934621799272	WGD
PC007-LU_1_R3	3	0	Diploid
PC007-LU_1_R3	4	0	Diploid
PC007-LU_1_R3	-3	0	Diploid
PC007-LU_1_R3	-4	0	Diploid
PC007-LU_1_R3	0	0.712576998855694	Diploid
PC007-LU_1_R3	-2	0	Diploid
PC007-LU_1_R3	2	0	Diploid
PC007-LU_1_R3	-1	0.238006690124453	Diploid
PC007-LU_1_R3	-6	0	Diploid
PC007-LU_1_R3	1	0.0494163110198531	Diploid
PC007-LU_1_R3	5	0	Diploid
PC007-LU_1_R3	-5	0	Diploid
PC007-STa_1_R1	0	0.74805929933428	Diploid
PC007-STa_1_R1	-5	0	Diploid
PC007-STa_1_R1	3	0	Diploid
PC007-STa_1_R1	-4	0	Diploid
PC007-STa_1_R1	-2	0	Diploid
PC007-STa_1_R1	2	0.00930966639097083	Diploid
PC007-STa_1_R1	-1	0.15121102678679	Diploid
PC007-STa_1_R1	-6	0	Diploid
PC007-STa_1_R1	1	0.0914200074879588	Diploid
PC007-STa_1_R1	5	0	Diploid
PC007-STa_1_R1	4	0	Diploid
PC007-STa_1_R1	-3	0	Diploid
PC007-STa_2_R1	-3	0	Diploid
PC007-STa_2_R1	1	0.0356290347069042	Diploid
PC007-STa_2_R1	3	0	Diploid
PC007-STa_2_R1	4	0	Diploid
PC007-STa_2_R1	5	0	Diploid
PC007-STa_2_R1	0	0.681162164173621	Diploid
PC007-STa_2_R1	-2	0	Diploid
PC007-STa_2_R1	2	0	Diploid
PC007-STa_2_R1	-1	0.283208801119474	Diploid
PC007-STa_2_R1	-6	0	Diploid
PC007-STa_2_R1	-5	0	Diploid
PC007-STa_2_R1	-4	0	Diploid
PU008-BR_1_R1	0	0.541957415614124	Diploid
PU008-BR_1_R1	3	0.0181000332308542	Diploid
PU008-BR_1_R1	-1	0.0697450368736938	Diploid
PU008-BR_1_R1	-6	0	Diploid
PU008-BR_1_R1	5	0	Diploid
PU008-BR_1_R1	-2	0	Diploid
PU008-BR_1_R1	-5	0	Diploid
PU008-BR_1_R1	-3	0	Diploid
PU008-BR_1_R1	-4	0	Diploid
PU008-BR_1_R1	2	0.0338446316172953	Diploid
PU008-BR_1_R1	1	0.302168952457705	Diploid
PU008-BR_1_R1	4	0.0341839302063269	Diploid
PU008-BR_2_R1	-1	0.0697378511385598	Diploid
PU008-BR_2_R1	-3	0	Diploid
PU008-BR_2_R1	0	0.543102643763002	Diploid
PU008-BR_2_R1	2	0.0338445231973216	Diploid
PU008-BR_2_R1	-2	0	Diploid
PU008-BR_2_R1	-6	0	Diploid
PU008-BR_2_R1	4	0.0337819268401361	Diploid
PU008-BR_2_R1	-5	0	Diploid
PU008-BR_2_R1	-4	0	Diploid
PU008-BR_2_R1	5	0	Diploid
PU008-BR_2_R1	1	0.301031185953598	Diploid
PU008-BR_2_R1	3	0.0185018691073821	Diploid
PU008-BRa_1_R1	4	0.035624007801935	Diploid
PU008-BRa_1_R1	-2	0	Diploid
PU008-BRa_1_R1	-4	0	Diploid
PU008-BRa_1_R1	-6	0	Diploid
PU008-BRa_1_R1	5	0	Diploid
PU008-BRa_1_R1	2	0.0363749711936142	Diploid
PU008-BRa_1_R1	3	0.016578006880393	Diploid
PU008-BRa_1_R1	0	0.529843067207041	Diploid
PU008-BRa_1_R1	-1	0.0696684498685187	Diploid
PU008-BRa_1_R1	1	0.311911497048498	Diploid
PU008-BRa_1_R1	-5	0	Diploid
PU008-BRa_1_R1	-3	0	Diploid
PU008-BRa_1_R2	2	0.0342308353632521	Diploid
PU008-BRa_1_R2	0	0.541520670780098	Diploid
PU008-BRa_1_R2	-6	0	Diploid
PU008-BRa_1_R2	4	0.0332733431182464	Diploid
PU008-BRa_1_R2	-3	0	Diploid
PU008-BRa_1_R2	-1	0.0697706272856059	Diploid
PU008-BRa_1_R2	5	0	Diploid
PU008-BRa_1_R2	3	0.0184007354146215	Diploid
PU008-BRa_1_R2	1	0.302803788038176	Diploid
PU008-BRa_1_R2	-2	0	Diploid
PU008-BRa_1_R2	-5	0	Diploid
PU008-BRa_1_R2	-4	0	Diploid
PU008-LN_4_R1	2	0.0169461940184255	Diploid
PU008-LN_4_R1	1	0.220992528597428	Diploid
PU008-LN_4_R1	-6	0	Diploid
PU008-LN_4_R1	-2	0	Diploid
PU008-LN_4_R1	4	0	Diploid
PU008-LN_4_R1	0	0.656909329194987	Diploid
PU008-LN_4_R1	-5	0	Diploid
PU008-LN_4_R1	-3	0	Diploid
PU008-LN_4_R1	3	0.0360055153787923	Diploid
PU008-LN_4_R1	-4	0	Diploid
PU008-LN_4_R1	-1	0.0691464328103676	Diploid
PU008-LN_4_R1	5	0	Diploid
PU008-LN_1_R1	-6	0	Diploid
PU008-LN_1_R1	-4	0	Diploid
PU008-LN_1_R1	5	0	Diploid
PU008-LN_1_R1	2	0.0174799410754218	Diploid
PU008-LN_1_R1	-2	0	Diploid
PU008-LN_1_R1	3	0.0360069683053643	Diploid
PU008-LN_1_R1	0	0.650840631389957	Diploid
PU008-LN_1_R1	4	0	Diploid
PU008-LN_1_R1	1	0.226692554638983	Diploid
PU008-LN_1_R1	-3	0	Diploid
PU008-LN_1_R1	-5	0	Diploid
PU008-LN_1_R1	-1	0.068979904590274	Diploid
PU008-ME_1_R1	-6	0	Diploid
PU008-ME_1_R1	0	0.554441128286709	Diploid
PU008-ME_1_R1	2	0.017021704893543	Diploid
PU008-ME_1_R1	-2	0	Diploid
PU008-ME_1_R1	1	0.329931047472734	Diploid
PU008-ME_1_R1	-4	0	Diploid
PU008-ME_1_R1	3	0.00462275215577917	Diploid
PU008-ME_1_R1	-3	0	Diploid
PU008-ME_1_R1	5	0	Diploid
PU008-ME_1_R1	-1	0.0626720215041855	Diploid
PU008-ME_1_R1	-5	0	Diploid
PU008-ME_1_R1	4	0.0313113456870492	Diploid
PU008-ON_1_R1	-3	0	Diploid
PU008-ON_1_R1	2	0.0338223542178424	Diploid
PU008-ON_1_R1	4	0.0339325345794897	Diploid
PU008-ON_1_R1	1	0.274289778347381	Diploid
PU008-ON_1_R1	-4	0	Diploid
PU008-ON_1_R1	3	0.0181041454228124	Diploid
PU008-ON_1_R1	-6	0	Diploid
PU008-ON_1_R1	5	0	Diploid
PU008-ON_1_R1	-1	0.0697976914759332	Diploid
PU008-ON_1_R1	0	0.570053495956541	Diploid
PU008-ON_1_R1	-5	0	Diploid
PU008-ON_1_R1	-2	0	Diploid
PU008-PE_2_R1	-6	0	Diploid
PU008-PE_2_R1	4	3.87669805826995e-05	Diploid
PU008-PE_2_R1	5	0	Diploid
PU008-PE_2_R1	-3	0	Diploid
PU008-PE_2_R1	1	0.234989011912218	Diploid
PU008-PE_2_R1	3	0.035964915740544	Diploid
PU008-PE_2_R1	-4	0	Diploid
PU008-PE_2_R1	0	0.639509955411611	Diploid
PU008-PE_2_R1	-5	0	Diploid
PU008-PE_2_R1	-1	0.0690571197171298	Diploid
PU008-PE_2_R1	2	0.0204402302379148	Diploid
PU008-PE_2_R1	-2	0	Diploid
PU008-PE_2_R5	3	0.03590101213114	Diploid
PU008-PE_2_R5	1	0.228815593172635	Diploid
PU008-PE_2_R5	5	0	Diploid
PU008-PE_2_R5	-4	0	Diploid
PU008-PE_2_R5	0	0.648117650446868	Diploid
PU008-PE_2_R5	-5	0	Diploid
PU008-PE_2_R5	-1	0.0688170884111282	Diploid
PU008-PE_2_R5	4	3.86980981751109e-05	Diploid
